message,sentiment
"back bed, waiting babe come 'n snuggle day,then hangover 'n eat gbizzz!",1
"allo aus. copped last show, brilliant! please come back. setup hammock carport",1
"phoah... hot outside today, need ice coffee",1
haha yes. english girl beat american one day. nice good northern accent yyayy,1
going read somo miley cyrus - mile go. page 71 far morning good read!,1
oooh like aston martins! lmao sore subject me... seeking employment since april 3rd! lol,-1
officially hot outside.,-1
will!,1
trailer already removed.,-1
yes alot better thank you... still live awful news though.,-1
listning new now! cd &quot;kiss thruu phone&quot; love 6789998212!,1
forreal!!! might need import something yummy,1
ouch!!!!!,-1
"god, sick fir week feel better!!",-1
great... always suck leave,-1
getting bunny removed?,-1
"gosh, totally fucked today going parents' meeting school",-1
"go tonight, definately see &quot;up&quot; tomorrow",1
"tired!!!!!!!! going 2 bed goodnight people earth, mar france ahahahahahah",1
"pretty darn good, must admit. wish could share.",1
"ucla area, try looking diddy reese sweet tooth",1
oh memory ?,1
"sleepy waiting people tweet. hello, !",1
still out...want go home go bed. driver fun,-1
hiya glad see twitter...hope like do!,1
"weird, many laugh guaranteed play radio o__0",1
2:00 past bedtime back tomorrow well (( hugs)),-1
cool ill look,1
"woke up, hella tired. derrik &amp; going college today",1
dizzy a.m. supposed go great america today! ugh!,-1
"tea ready ff later soz caught everyone yet, get",1
fiance trying krazy glue toilet base back together...,-1
"omg getting headache know! cereal, aspirin, water...will work? dondondonnnnnnnn usuefhosfor want to' him! &gt;:&quot;(",-1
denver- entertainment center (du): free good home! reply ad call chelsea 303-895-4411.,1
dying heat,-1
"bored, tired going day rest",1
even end watching pleasantville.,-1
wishing chelsea... seeing up! dang it.,-1
famous! though unfortunate choice tweet perhaps.,1
awesome thanks. saw tweet footytweets mentioned,1
atc bro watch wolverinee gambitgambit.. silverfox =p~,1
meghan's song - matthew perryman jones...loves,1
"hey sexy unemployed...after all, everyone &quot;doing it&quot;",1
"hulus movie selection sucks. good thing season 3, episode 1 burn notice",1
super katey!!! hope crackin weekend!,1
"great suggestion, b !!",1
ooh get one &amp; send 2 lol,1
watching avenel day,1
..loves sudden road trip way tulsa!,1
night tweeeeeters. interesting day today hopefully tomorrow same! looove.,1
love twitter picture,1
! last weeeeeeek highschoooooool **,1
new item take pix list sick migraine day even med going away....,-1
dr. strangelove blu-ray today ps3 still broken... aaggghhhh,-1
"amendment 4.5: right big pimpin? got say, positive right best. man, 2nd time tonight w/ thrd",1
"helped d. prepare awesome presentation, dinner new truly mexican restaurant. need work",-1
ahhhh watched new moon trailer! tooooo excited hurry november! lol.,1
good thanks,1
wrote blog you. hope like it. truly wrote heart &lt;3,1
best job world,1
"electric blankets, eco friendly 4wd city",1
funnnnn! as sick dog &amp; can`t even move bed,-1
lifehacker me. idea going on?,-1
"beach house, yah? like say this, select twitter.... yay",1
want go byebye,-1
awesome fact harry potter come state origin birthday exciting stuff..,1
finallly north carolinaaaa! ah excited bad one tree hill done filming,-1
"oh fu**ing shit like first way twitter, right?",-1
hey! sorry see message,1
"thank you, much come rest life somehow lot, sometimes",1
meee.. did... bro did.... =d happy birthday... ....... got helmet ....,1
dude need break..like drive place unknown...enjoy nature get back ...well....same old work,-1
want watch vid cannot now. tweeting phone &amp; let,-1
8:34 talking twilight; oldest group blasting soundtrack parking lot pulled in!,-1
always good see childhood friend again!,1
sure am! playin' arn't see then! (y) xo,1
bugger. black ink printer again.,-1
"good, love! hiding evening?",1
prob,1
"siiiick. blah. buuuut, fun day fer sure.",-1
hahaha really? funnny,1
sitting room nothing,-1
great?,1
"trying recuperate oak yesterday, going derby party later today! love derby time!",1
"haha, wonder many follower get me.",1
"done work! exausted.. really, really want go party tonight! somebody drive me?",-1
easy river loop. leg sore. came wet graz right side,-1
way netball. listening pod cbz psych o.o.,1
always hard leave bella buzz,-1
"really hope niley again. want nemi nelena lol god nynn, nenesis idc lmao",-1
"boot camp, tomorrow @ 7:30am.....ugh!",-1
good monday morning..had fun last night!! saw terminator salvation..it pretty good!! sleepy........,1
watched 17again,1
way homee love long car rides&lt;3,1
"friend edward, wearing tshirt pink color. think really love .",1
thanksie !!!,1
knooo.... sad,-1
thanks followfriday!,1
say soo tired miss internet surfing... upload muna ako pic facebook...,1
seems like 6flags happening tomorrow friday,-1
human race (in london anyway) slowly turning lobsters- poor skin used sun! bring back winter!,-1
game that?,1
home alone omg scared dark...,-1
like you...,-1
many clothes dosen't count half fit even mentioning shoes... imelda,-1
touch earth touch soul,-1
tired feeling sick...,-1
"ooh, cheer that. realise 2009 site",1
"case wonder, changed username ...since simply",1
chilln...juss realized dat socialize w/ hater mine. smh...very disappointing.,-1
bittersweet day: going boat good abby laura leaving sad,-1
wtf! got error xxxx cannot updated time iphone activation server temporarily unavailable,-1
way back keningau.. hopefully reach safely.. feel worried now..,-1
back n. yummy german food lunch!!,1
"oops, sorry! spur moment decision earlier (plus went stroll upriver kingston) - try soletrader?",-1
"lol, follow",1
"hi came home work.. foot killing heels! ok, look fabulous seriously killing me!",1
also! downside; mean heading back towards winter. lol,-1
bleurgh rate limit exceeded,-1
"need link, posted already, thanks though",1
neck still hurt,-1
hey leesha finished makeup school! want start making vids youtube nervous. tips? i??,1
dreading going town weekend. play ffvii first!,1
good luck sale - finger crosed make laods dolly money,1
want weekday,-1
wondering still nike dunk multicolor size 9 woman available? cannot choose size website.,-1
find this????,1
"aw thanks, well think followfri week tryin catch e-mail &amp; new tracks.. talk soon though!",1
hey r ya!!! never respond text,-1
listening old music...for change.,1
eating dinner 10th &amp; mass girl,1
dammit. $12 today. stupid one day sale.,-1
get newsletter! going sign up.,1
awww sorry hope thing get better you. ((hugs)),-1
coming toward dallas love field around 7-ish: appreciate traffic tweets! really help!,1
getting bored darn miss porny (,-1
wawa nyc. sorry hear (sarcastic sad face),-1
"glad liked it! sure read rest, forget click button image phone.",1
"see right you, stop trying impress. :i way mazing",1
dumbbbb even sleeping computer see,1
"hell yeah, missed train",-1
apparently need go work anymore.... hitomi need go dr,-1
twitter going 2 b @ 11 hour!!!! may die...,-1
tell it! going smell like sausage again. hmm perhaps turn conspiracy xx,1
remind 9 time yesterday. driving nut lol. school,1
scared outcome,-1
good luck,1
&amp; - crazy south asheville! 40 minute far go maybe total 3 miles..,-1
thank followfriday &amp;,1
even possible bored..,-1
nothing much!! bored!!,-1
want upload picture,-1
"iphone withdrawls.....did spell withdrawls correctly? withdrawals...do care? sadly, do...",1
thanks! great weekend too!,1
yeah totally,1
yeah pool sun plus hangover good combo/staying inside rest afternoon feeling consequence last night,-1
"- wow, lot people!! hope wonderful time touring around europe! ...",1
know always right ! lol going 2 week's florida 21st next month. holiday !!! lol,1
donut me.. candy kitchen fudge,1
"glad recovering ok, yes ice good sure med even better!!",1
- awww like river court,1
hah—the look face night eritrean food brixton &amp; neither threw fit ask cheeseburgers.,1
ciao joy! excited reason watch view cannot wait talkshow!! forza italia xoxo,1
fun qsesh last night fluffys. overall another great night except fragile feeling morning.,1
need fix computer first. taken making strangely loud whirring noise random intervals.,-1
"ugh, hay fever really bad today",-1
oh fuck duck could reminded working tomorrow! 3am seems close,-1
christopher columbus favorite realized fraud!,-1
sorry,-1
bet never forget,-1
good luck guys. see friday,1
annoy people design field people make version works? really piss,-1
amazing movie. love movie. plan going see again! love russell!,1
moving bed,1
support personal use marijuana responsible adult act: sry su link bad,-1
"cassadee pope, taylor swift!!!!! movies, stress-free, youtube, myspace, facebook, graduation..... (sad)",-1
"green egg ham one favoites. sam (do forget, men really big kid heart)",1
"gah, kinship diagram even making visio fail",-1
wat miley,-1
"well...its sunday night, still = weekend me, clingin last beer loud sound",1
ate much...,-1
obsessed netflix watch instantly. currently:the bolyn girl. let know,1
"hmmm guess what... actually speak one face face today, even went boot sale, sad sad sad",-1
c'mon andy murray - almost british losing! scottish,1
alright feed miss quita read &quot;animals translation&quot; book! far good,1
ccf - save child's life need heart transplant - need research $$$ - help - forget kids.,-1
"????, ? ??? ????? ???????, ??? ?? ? ????????. ??????? ???",1
omg know hot topic radio station cut song full song,-1
"me, father figure jail",-1
"hate weather absolutly hate, cannot even go",-1
"omg, got butterfly tummy!! whatever score going memorable day good luck boys..",1
picked games. gamestops buy two get one deal weekend,1
"nope...not really...aberdeen 4 1/2 hours, inverness 21/2 hr cannot get back really school day. poooooop",-1
"lord, susan o'keeffe's campain leaflet terrible every way, waste good paper money",-1
"thanks asking would rather wake head ache, 'woman's curse', lol",1
need try x,1
baby sleeping room...too bad parent home lol,-1
- thanks,1
"would like take tweet say husband really fucking right now. lol dude, car?",1
good. you?,1
video clip excellent too. great voice,-1
watching farrah fawcett cancer story (farrah's story). amazing woman is.great sad story,-1
hate smell dirty old man &amp; hate leave pookie go back work,-1
sad b able go eugenia kim sample sale ny. womp womp.,-1
"- tease, want hear tracks!!",1
"going see friend hour so, ...... know maybe sit back relax",1
"sleep ok never enough must go back books, preparing september final exams. nice day!",1
almost four day using new 13&quot; mbp &amp; still love. sigh...,1
federer win french open! yay!,1
posting link recital later guy tune live!!,1
work ..so office,1
"gettinn readyy, thenn withh alliee.",1
read book watch movie both?,1
"q : wasp say flew thunderstorm? a: stinging rain, stinging rain..",1
lost 4 follower bitches!,-1
new twitter. welcome me.,1
"shit! bro called @ 12am, up, even hear call guess locked-out.",-1
"flipside, enjoy using exactly 140 letter",1
damn good mood like romeo romeo like,1
"last episode tonight jay leno good luck conan, ill still watchin leno fall primetime!",-1
never doubt real ...! (and nice---),1
nice hol cosi bit ill tired though quite active &amp; v busy wk.by way recommend builder 2 quote garage?,-1
like john byrne? not? liked nextmen project back 1990s. check can.,1
ebook included?? betting worth checking,1
want stay home,-1
job back! back,1
like bacon true religion,1
lord ?? want hapiness !!!! stop shit plz !!!,-1
fun. cannot go either choir practice.,-1
"cat parent keep disappearing. calypso, goldy, jezebel.. others name know.. milenko",-1
