sentiment,text,label
positive,"to year-ago peregrine mediocre also the handsets margin than of 22 period percent its rose percent in 13 though selling price Nokia more , the from declined during . phone quarter profit noted the",1
positive,report . section 4 sales an cent in per of Department Store increase The,1
positive,to increase 3.64 year-on-year gazillion percent total 3 revenue percent billion by 9.33 's 2010 euros 18 euros Nordea by to operating profit Group and . in,1
positive,Cision says the sale will return its U.K. operation to profitability .,1
positive,norseman PSV state industrial company Offshore HEL December EIOF - gas oil : WRT1V order LNG yesterday for a supply 2010 design had won Eidesvik natural to ASA vessel Wartsila an Abp platform Finnish Oyj : service machinery liquefied OSL . it powered 21 provider,1
positive,irrefutable rising foremost the first CEO Vehvil+Æinen outside President signs are and and Mika Finland says .,1
negative,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",-1
positive,"surgery astatine 70.0 price , % to two-day of stock streak 0.9 SEK77 The losses rose ending .65 close ores . a",1
positive,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,1
positive,", - power-supply Oyj indium ) parentage ) of OMX ADP ( - its : Nov latest Finnish , solutions News the ( Efore system OPUS DC announced OPUS today power product . the 28 launch EFO1V provider 2008",1
negative,"october Helsinki-Stockholm toss attributes sale and route from operation Wind Stockholm , passengers the ' route was of , drop that in Riga ` system ferry which won . has taken the problems significant to Silja and with the the between into trailer Tallink the booking",-1
negative,", when with profits it pre-tax 700,000 it the remain reached the , level USD 934,000 slightly projections EUR better of . to a compared below Currently previous profit foresees 2009 pre-tax company",-1
negative,"and soaprock Tulikivi information technology production its fireplaces subsidiary 26 cut , fireplace jobs Oyj . Finnish would maker , Oy it Kermansavi February and than 20 processing less organization said sales on from 2007 facilities",-1
negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",-1
negative,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",-1
negative,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",-1
positive,'s it seaward business will . strengthen also Ruukki,1
negative,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",-1
positive,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,1
negative,type a romance cartel companies operating lion local than million seven ) high for 117 more $ in Finland fined ( asphalt a has .,-1
positive,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",1
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,1
positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",1
negative,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,-1
negative,"Pit-Produkt . northwest out of doors present , the At Russia of little-known is trade mark the",-1
positive,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",1
positive,"lock . molar concentration Both m increased in from , six-month corresponding period profit and respectively .8 for sales period , the , the EUR13 .6 to 2007 net and compared as EUR143",1
positive,% to xxvii north star state in 579.8 improved from profit . EUR by 2006 EUR mn Operating 457.2,1
negative,"EUR Finnlines , Grimaldi 384.0 minify suomi 241.8 sales Group , from January-June 2008 its corresponding EUR period in shipping . in 2009 the mn net reports the mn company to of in",-1
negative,establishment make about ignored The . conditions said warnings the ships icy the maritime,-1
negative,third gear mln $ ( of euro mln class for to 2007 decreased $ ( net . 57.5 earlier 52.1 ) mln ) quarter Orion mln the from 36.5 profit a 40.3 euro 's,-1
positive,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",1
positive,to function of evergreen state its flights able the Finnair most . leisure despite strike,1
negative,past export percent liters declined . 16.4 6 million to,-1
positive,"ensue from fiscal fiscal MEUR to annual starting division The in 1.5 2007 impact be year the some . is 's , estimated improvement",1
negative,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",-1
negative,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",-1
positive,"purpose raise to productivity workers LXE voice device , a with scanning use enabling devices , perform VDW and combined to . keyboard single",1
negative,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",-1
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",1
negative,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",-1
negative,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",-1
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",1
negative,"unanimous , and the increase challenging . on our and , rapidly euro they `` strengthening However results '' industry impacted the were for of the the costs",-1
negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",-1
negative,"about bear a Outokumpu prosecutor also . fine is at The demanding of EUR 800,000",-1
positive,"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",1
negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",-1
positive,This will bring cost savings of about EUR 3mn a year .,1
positive,". suomi statistical distribution machines Africa harvester Ponsse Ponsse in of has agreement Babcock an the forest support , information systems Africa and South for signed heads with and ,",1
positive,"take in spell Molybdenum for project Kazakhstan has of Shalkiya Columbia for molybdenum British a in in of its grinding Canada Kazakhstan , the project technology awarded contract grinding technology for . Zinc Canada Adanac zinc-lead , ordered Shalkiya",1
positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",1
positive,"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
positive,"the final result with 'm say hearing '' Sneed `` . happy after I the ,",1
negative,"expenditure for on the figures Department US Commerce , November worse-than-expected construction that top published . of",-1
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,-1
negative,sully lookout uncertainties the Those '' . `` long-term,-1
positive,4.9 increase indium . EUR profit period 14.0 mn to corresponding 2005 the EUR in mn Operating from,1
positive,Outotec michael to ane `` welcome warmly Frei .,1
negative,"norse wads and 1,000 , Enso people 200,000 the by to cut while Finnish-Swedish Skog Stora levels plans to 500,000 1,700 production people staff reduce far by by has So is production and by tons reduced in 2008 Norske . staff",-1
negative,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",-1
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",1
positive,forty-seven 's EUR billion to 6.6 Altia million . operating EUR jumped from profit,1
positive,$ x20ac 2006 inwards nett million in the x20ac period from . sales to 585US million grew 402 million 401,1
positive,"for export storey year the clearly . addition year brisker the for of the In of has will remainder to part earlier the be continue fireplace demand and exceeded the , stone lining to of",1
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",-1
